Product_ID,Date,Sales,Revenue,EndOfDayStock,prev_stock
21544,2010-12-09,8,6.8,1,0.0
21544,2010-12-15,1,0.85,0,1.0
21544,2011-01-05,12,10.2,0,12.0
21544,2011-01-13,12,10.2,0,12.0
21544,2011-01-20,18,15.3,0,18.0
21544,2011-01-27,12,10.2,0,12.0
21544,2011-02-01,60,51.0,12,0.0
21544,2011-02-04,12,10.2,0,12.0
21544,2011-02-08,12,10.2,6,0.0
21544,2011-02-10,6,5.1,0,6.0
21544,2011-03-01,24,20.4,0,24.0
21544,2011-03-07,12,10.2,10,0.0
21544,2011-03-13,10,8.5,0,10.0
21544,2011-03-17,12,10.2,0,12.0
21544,2011-03-20,24,20.4,10,0.0
21544,2011-03-21,10,8.5,0,10.0
21544,2011-03-25,12,10.2,0,12.0
21544,2011-03-31,24,20.4,0,24.0
21544,2011-04-06,14,11.9,0,14.0
21544,2011-04-26,24,20.4,0,24.0
21544,2011-05-08,12,10.2,0,12.0
21544,2011-05-12,17,14.45,12,0.0
21544,2011-05-22,12,10.2,0,12.0
21544,2011-06-05,72,61.2,0,72.0
21544,2011-06-09,24,20.4,12,0.0
21544,2011-06-15,12,10.2,0,12.0
21544,2011-06-23,24,20.4,0,24.0
21544,2011-06-26,12,10.2,0,12.0
21544,2011-07-01,23,19.55,0,23.0
21544,2011-07-12,24,20.4,0,24.0
21544,2011-07-13,12,10.2,2,0.0
21544,2011-07-17,2,1.7,0,2.0
21544,2011-07-18,72,61.2,12,0.0
21544,2011-07-19,12,10.2,0,12.0
21544,2011-07-26,12,10.2,0,12.0
21544,2011-08-02,24,20.4,0,24.0
21544,2011-08-10,12,10.2,0,12.0
21544,2011-08-11,212,140.2,6,0.0
21544,2011-08-17,6,5.1,0,6.0
21544,2011-08-26,24,20.4,0,24.0
21544,2011-09-01,48,31.2,0,48.0
21544,2011-09-08,80,68.0,0,80.0
21544,2011-09-23,24,20.4,0,24.0
21544,2011-09-25,24,20.4,12,0.0
21544,2011-09-26,12,10.2,0,12.0
21544,2011-10-04,24,20.4,12,0.0
21544,2011-10-12,12,10.2,0,12.0
21544,2011-10-18,98,64.1,0,98.0
21544,2011-10-24,15,12.75,0,15.0
21544,2011-11-04,36,30.6,0,36.0
21544,2011-11-14,12,10.2,0,12.0
21544,2011-11-17,36,30.6,14,0.0
21544,2011-11-20,14,11.9,0,14.0
21544,2011-11-22,12,10.2,0,12.0
21544,2011-11-30,37,31.45,0,37.0
21544,2011-12-05,72,61.2,0,72.0
21544,2011-12-07,12,10.2,1,0.0
21544,2011-12-08,1,0.85,0,1.0
21551,2010-01-12,104,416.0,1,67.0
21551,2010-01-24,1,5.95,0,1.0
21551,2010-01-29,1,5.95,0,0.0
21552,2009-12-03,8,47.6,6,14.0
21557,2011-01-19,122,311.9,6,128.0
21557,2011-01-24,7,20.65,3,6.0
21557,2011-02-01,3,8.85,0,3.0
21557,2011-02-08,3,8.85,2,0.0
21557,2011-02-28,2,5.9,0,2.0
21557,2011-03-08,6,17.7,0,6.0
21557,2011-03-21,1,2.95,0,1.0
21557,2011-04-04,3,8.85,0,3.0
21557,2011-04-17,6,17.7,0,6.0
21557,2011-04-26,6,17.7,1,0.0
21557,2011-05-10,1,2.95,0,1.0
21557,2011-05-13,6,17.7,0,6.0
21557,2011-05-24,18,53.1,0,18.0
21557,2011-07-06,2,5.9,0,2.0
21557,2011-08-02,12,35.4,0,12.0
21557,2011-08-04,6,17.7,1,0.0
21557,2011-09-21,1,5.79,0,1.0
21557,2011-10-03,1,5.79,0,1.0
21557,2011-10-31,6,17.7,0,6.0
21557,2011-11-11,3,8.85,0,3.0
21557,2011-11-14,3,11.69,1,0.0
21557,2011-11-16,1,2.95,0,1.0
21557,2011-11-17,6,17.7,1,0.0
21557,2011-11-20,1,2.95,0,1.0
21557,2011-11-24,6,17.7,3,0.0
21557,2011-12-05,3,14.53,0,3.0
21557,2011-12-06,6,17.7,0,0.0
21561,2010-07-14,14,35.7,10,24.0
21626,2011-03-22,35,68.25,22,57.0
21626,2011-03-28,55,107.25,24,13.0
21626,2011-03-29,24,46.8,0,24.0
21626,2011-03-31,12,23.4,0,12.0
21626,2011-04-04,1,1.95,0,1.0
21626,2011-04-05,28,54.6,4,0.0
21626,2011-04-07,4,7.8,0,4.0
21626,2011-04-08,3,5.85,2,0.0
21626,2011-04-10,2,3.9,0,2.0
21626,2011-04-11,12,23.4,2,0.0
21626,2011-04-13,2,3.9,0,2.0
21626,2011-04-15,12,23.4,0,12.0
21626,2011-04-17,12,23.4,6,0.0
21626,2011-04-18,6,11.7,0,6.0
21626,2011-04-20,24,46.8,12,0.0
21626,2011-04-21,12,23.4,0,12.0
21626,2011-04-26,42,81.9,12,0.0
21626,2011-05-04,12,23.4,0,12.0
21626,2011-05-22,3,5.85,0,3.0
21626,2011-05-27,12,23.4,1,0.0
21626,2011-06-05,1,1.95,0,1.0
21626,2011-07-01,12,23.4,0,12.0
21626,2011-07-04,12,23.4,2,0.0
21626,2011-08-16,2,3.9,0,2.0
21626,2011-09-04,12,23.4,0,12.0
21626,2011-10-06,12,23.4,0,12.0
21626,2011-10-09,3,5.85,2,0.0
21626,2011-10-16,2,3.9,0,2.0
21626,2011-11-21,12,23.4,0,0.0
21628,2009-12-02,1,14.95,0,576.0
21651,2010-02-26,36,52.2,24,60.0
21651,2010-02-28,18,29.7,6,24.0
21651,2010-11-28,12,19.8,11,23.0
21651,2010-12-07,24,39.6,0,24.0
21651,2010-12-09,36,59.4,6,0.0
21651,2010-12-12,6,9.9,0,6.0
21651,2010-12-16,36,52.2,0,36.0
21651,2011-01-18,4,6.6,1,0.0
21651,2011-02-07,1,1.65,0,1.0
21651,2011-02-21,6,9.9,0,0.0
21663,2010-02-26,6,35.7,3,9.0
21663,2010-03-03,3,17.85,0,3.0
21663,2010-03-07,1,5.95,0,1.0
21663,2010-03-16,6,35.7,3,0.0
21663,2010-03-17,3,17.85,0,3.0
21663,2010-03-18,4,23.8,1,0.0
21663,2010-03-28,1,5.95,0,1.0
21663,2010-04-13,1,5.95,0,1.0
21680,2010-01-06,288,207.36,181,469.0
21680,2010-01-26,108,91.8,43,151.0
21680,2010-02-08,12,10.2,1,13.0
21683,2010-02-18,96,244.8,85,181.0
21683,2010-05-17,6,17.7,3,9.0
21697,2009-12-07,36,60.84,30,4596.0
21704,2011-08-11,96,72.24,27,123.0
21704,2011-08-24,99,74.79,12,26.0
21704,2011-09-01,12,10.2,0,12.0
21704,2011-09-05,72,51.84,0,72.0
21704,2011-09-07,24,20.4,0,24.0
21704,2011-09-11,72,51.84,12,0.0
21704,2011-09-13,12,10.2,0,12.0
21704,2011-09-15,27,22.95,0,27.0
21704,2011-09-21,73,53.47,0,73.0
21704,2011-09-23,13,11.05,0,13.0
21704,2011-09-30,12,10.2,0,12.0
21704,2011-10-05,12,10.2,0,12.0
21704,2011-10-10,73,53.47,0,73.0
21704,2011-10-11,22,18.7,15,0.0
21704,2011-10-13,15,12.75,0,15.0
21704,2011-10-17,75,63.75,0,75.0
21704,2011-10-18,48,40.8,36,0.0
21704,2011-10-19,36,30.6,0,36.0
21704,2011-10-20,22,18.7,3,0.0
21704,2011-10-23,3,2.55,0,3.0
21704,2011-10-24,15,12.75,13,0.0
21704,2011-10-25,13,11.05,0,13.0
21704,2011-10-28,192,144.48,0,192.0
21704,2011-11-01,30,25.5,0,30.0
21704,2011-11-03,38,32.3,14,0.0
21704,2011-11-04,14,11.9,0,14.0
21704,2011-11-06,42,35.7,2,0.0
21704,2011-11-07,2,1.7,0,2.0
21704,2011-11-09,72,51.84,51,0.0
21704,2011-11-10,51,44.91,0,51.0
21704,2011-11-13,144,103.68,0,144.0
21704,2011-11-15,15,12.75,0,15.0
21704,2011-11-17,92,68.84,0,92.0
21704,2011-11-20,43,36.55,0,43.0
21704,2011-11-21,12,10.2,1,0.0
21704,2011-11-22,1,0.85,0,1.0
21704,2011-11-23,21,21.75,12,0.0
21704,2011-11-25,12,10.2,0,12.0
21704,2011-11-29,12,10.2,0,12.0
21704,2011-11-30,12,10.2,4,0.0
21704,2011-12-01,4,3.4,0,4.0
21704,2011-12-04,12,10.2,0,12.0
21704,2011-12-05,20,19.34,13,0.0
21704,2011-12-06,13,11.05,0,13.0
21704,2011-12-08,1,0.85,0,0.0
21713,2010-06-09,52,97.2,35,87.0
21713,2010-06-11,13,27.3,12,25.0
21713,2010-06-13,16,33.6,12,12.0
21713,2010-06-14,12,25.2,0,12.0
21713,2010-06-17,11,23.1,0,11.0
21713,2010-06-21,5,10.5,1,0.0
21713,2010-06-23,1,2.1,0,1.0
21713,2010-06-28,21,44.1,0,21.0
21713,2010-06-29,16,33.6,10,0.0
21713,2010-06-30,10,21.0,0,10.0
21713,2010-07-01,4,8.4,1,0.0
21713,2010-07-04,1,2.1,0,1.0
21713,2010-07-08,12,25.2,0,12.0
21713,2010-07-11,1,2.1,0,1.0
21713,2010-07-13,14,29.4,4,0.0
21713,2010-07-14,4,8.4,0,4.0
21713,2010-07-19,16,33.6,0,16.0
21713,2010-07-20,2,4.2,1,0.0
21713,2010-07-23,1,2.1,0,1.0
21713,2010-07-26,16,33.6,8,0.0
21713,2010-07-28,8,16.8,0,8.0
21713,2010-07-29,4,8.4,2,0.0
21713,2010-08-01,2,4.2,0,2.0
21713,2010-08-06,32,67.2,0,32.0
21713,2010-08-12,8,16.8,0,8.0
21713,2010-08-18,8,16.8,0,8.0
21713,2010-09-15,57,57.45,8,0.0
21713,2010-09-17,8,16.8,0,8.0
21713,2010-10-03,3,6.3,0,3.0
21713,2010-10-15,4,8.4,1,0.0
21713,2010-11-12,1,2.1,0,1.0
21713,2010-11-15,4,8.4,0,4.0
21713,2010-11-24,2,4.2,0,2.0
21713,2010-12-06,16,33.6,0,16.0
21713,2011-01-14,8,16.8,0,8.0
21713,2011-01-27,4,8.4,0,4.0
21713,2011-02-01,8,16.8,0,8.0
21713,2011-02-09,8,16.8,0,8.0
21713,2011-02-17,4,8.4,0,4.0
21713,2011-03-06,96,177.6,0,96.0
21713,2011-03-07,4,8.4,1,0.0
21713,2011-03-08,1,2.1,0,1.0
21713,2011-03-14,8,16.8,4,0.0
21713,2011-03-20,4,8.4,0,4.0
21713,2011-03-28,8,16.8,0,8.0
21713,2011-04-05,4,8.4,0,4.0
21713,2011-04-10,8,16.8,0,8.0
21713,2011-04-12,12,25.2,0,12.0
21713,2011-04-13,5,10.5,4,0.0
21713,2011-04-14,4,8.4,0,4.0
21713,2011-04-18,4,8.4,0,4.0
21713,2011-04-20,8,16.8,0,8.0
21713,2011-04-26,8,16.8,0,8.0
21713,2011-04-28,8,16.8,0,8.0
21713,2011-05-03,4,8.4,0,4.0
21713,2011-05-04,9,18.9,6,0.0
21713,2011-05-06,6,12.6,0,6.0
21713,2011-05-08,17,35.7,3,0.0
21713,2011-05-09,3,6.3,0,3.0
21713,2011-05-10,8,16.8,6,0.0
21713,2011-05-11,6,12.6,0,6.0
21713,2011-05-12,11,23.1,4,0.0
21713,2011-05-13,4,8.4,0,4.0
21713,2011-05-16,12,25.2,0,12.0
21713,2011-05-18,8,16.8,0,8.0
21713,2011-05-22,16,33.6,0,16.0
21713,2011-05-24,20,42.0,12,0.0
21713,2011-05-25,12,25.2,0,12.0
21713,2011-05-27,2,4.2,1,0.0
21713,2011-05-29,1,2.1,0,1.0
21713,2011-06-02,8,16.8,0,8.0
21713,2011-06-03,16,33.6,11,0.0
21713,2011-06-05,11,23.1,0,11.0
21713,2011-06-12,10,21.0,0,10.0
21713,2011-06-16,8,16.8,0,8.0
21713,2011-06-19,16,33.6,8,0.0
21713,2011-06-21,8,16.8,0,8.0
21713,2011-06-22,8,16.8,7,0.0
21713,2011-06-23,7,14.7,0,7.0
21713,2011-06-27,16,33.6,0,16.0
21713,2011-07-08,17,35.7,4,0.0
21713,2011-07-10,4,8.4,0,4.0
21713,2011-07-14,8,16.8,4,0.0
21713,2011-07-15,4,8.4,0,4.0
21713,2011-07-17,9,18.9,3,0.0
21713,2011-07-18,3,6.3,0,3.0
21713,2011-07-26,32,67.2,0,32.0
21713,2011-09-12,8,16.8,5,0.0
21713,2011-10-20,5,10.5,0,5.0
21713,2011-10-24,1,2.1,0,1.0
21713,2011-11-13,4,8.4,0,4.0
21713,2011-11-17,4,8.4,0,4.0
21713,2011-11-22,3,6.3,2,0.0
21713,2011-11-24,2,4.2,0,2.0
21713,2011-11-25,3,6.3,1,0.0
21713,2011-12-04,1,2.1,0,1.0
21713,2011-12-06,2,4.2,0,0.0
21726,2010-05-10,12,10.2,11,23.0
21738,2010-12-01,18,53.1,14,32.0
21738,2010-12-02,12,35.4,2,14.0
21738,2010-12-06,6,17.7,3,2.0
21738,2010-12-12,3,8.85,0,3.0
21738,2010-12-20,4,11.8,3,0.0
21738,2010-12-21,3,8.85,0,3.0
21738,2011-02-15,2,5.9,0,2.0
21738,2011-02-21,3,8.85,1,0.0
21738,2011-03-04,1,2.95,0,1.0
21738,2011-04-15,1,2.95,0,1.0
21738,2011-08-05,2,5.9,0,2.0
21738,2011-10-14,3,8.85,1,0.0
21738,2011-10-20,1,2.95,0,1.0
21757,2010-03-12,3,14.85,2,5.0
21757,2010-03-18,8,39.6,2,1.0
21757,2010-03-19,2,9.9,0,2.0
21757,2010-03-28,2,9.9,0,2.0
21757,2010-11-09,4,19.8,1,0.0
21757,2010-11-14,1,4.95,0,1.0
21757,2011-01-09,2,9.9,0,2.0
21757,2011-02-17,2,9.9,0,2.0
21758,2010-09-16,6,38.7,4,10.0
21758,2010-10-14,4,25.8,1,2.0
21758,2010-10-18,1,6.45,0,1.0
21758,2010-11-10,2,12.9,0,2.0
21758,2010-11-14,2,12.9,0,2.0
21758,2011-01-31,2,12.9,1,0.0
21758,2011-02-14,1,6.45,0,1.0
21758,2011-03-22,2,12.9,0,2.0
21758,2011-06-30,6,38.7,0,6.0
21758,2011-07-13,2,12.9,0,2.0
21758,2011-08-10,2,12.9,1,0.0
21758,2011-10-09,1,6.45,0,1.0
21758,2011-11-09,2,12.9,0,2.0
21758,2011-11-16,8,47.6,0,8.0
21764,2009-12-08,2,79.9,1,42.0
21764,2010-01-21,6,219.7,1,1.0
21764,2010-02-16,1,39.95,0,1.0
21764,2010-03-04,1,39.95,0,1.0
21764,2010-03-12,1,39.95,0,0.0
21793,2011-11-18,16,63.2,3,19.0
21793,2011-11-28,3,22.38,0,3.0
21796,2010-08-11,229,1570.94,114,343.0
21806,2010-07-25,144,51.84,83,227.0
21806,2010-07-27,72,30.24,11,83.0
21806,2010-10-12,80,33.6,35,115.0
21806,2010-10-15,36,15.12,0,36.0
21806,2010-10-18,36,15.12,0,36.0
21806,2010-10-20,72,30.24,0,72.0
21806,2010-10-24,38,15.96,0,38.0
21806,2010-10-28,72,30.24,0,72.0
21806,2010-10-31,93,39.06,0,93.0
21806,2010-11-03,36,15.12,0,36.0
21806,2010-11-05,36,15.12,0,36.0
21806,2010-11-09,42,17.64,0,42.0
21806,2010-11-11,68,28.56,0,68.0
21806,2010-11-14,6,2.52,5,0.0
21806,2010-11-15,5,2.1,0,5.0
21806,2010-11-19,36,15.12,0,36.0
21806,2010-11-22,76,31.92,0,76.0
21806,2010-11-24,2,0.84,1,0.0
21806,2010-11-25,1,0.42,0,1.0
21806,2010-11-29,1,0.42,0,1.0
21824,2010-07-25,97,121.45,24,121.0
21824,2010-08-12,10,14.5,1,11.0
21839,2009-12-17,3,16.35,1,4.0
21839,2010-01-10,1,5.45,0,1.0
21843,2010-06-08,239,1881.09,38,277.0
21843,2010-06-13,8,87.6,7,15.0
21850,2011-07-10,36,153.0,28,64.0
21900,2010-05-13,16,10.4,14,30.0
21900,2011-04-26,53,34.45,42,95.0
21900,2011-04-27,50,26.74,4,42.0
21900,2011-04-28,4,2.6,0,4.0
21900,2011-05-04,25,16.25,0,25.0
21900,2011-05-10,9,5.85,0,9.0
21900,2011-05-12,154,100.1,24,0.0
21900,2011-05-13,24,15.6,0,24.0
21900,2011-05-17,607,325.43,0,607.0
21900,2011-05-19,50,32.5,0,50.0
21900,2011-05-20,24,15.6,9,0.0
21900,2011-05-31,9,5.85,0,9.0
21900,2011-06-03,12,7.8,0,12.0
21900,2011-06-05,17,11.05,1,0.0
21900,2011-06-06,1,0.65,0,1.0
21900,2011-06-10,24,15.6,0,24.0
21900,2011-06-12,11,7.15,4,0.0
21900,2011-06-14,4,2.6,0,4.0
21900,2011-06-19,1,0.65,0,1.0
21900,2011-06-22,24,15.6,0,24.0
21900,2011-06-24,48,31.2,0,48.0
21900,2011-06-26,4,2.6,1,0.0
21900,2011-06-29,1,0.65,0,1.0
21900,2011-07-04,24,15.6,0,24.0
21900,2011-07-07,8,5.2,0,8.0
21900,2011-07-11,5,3.25,0,5.0
21900,2011-07-14,24,15.6,0,24.0
21900,2011-07-15,48,31.2,8,0.0
21900,2011-07-17,8,5.2,0,8.0
21900,2011-07-21,24,15.6,0,24.0
21900,2011-07-24,17,11.05,0,17.0
21900,2011-07-27,48,31.2,0,48.0
21900,2011-07-28,3,1.95,1,0.0
21900,2011-07-29,1,0.65,0,1.0
21900,2011-08-02,24,15.6,0,24.0
21900,2011-08-04,24,15.6,3,0.0
21900,2011-08-05,3,1.95,0,3.0
21900,2011-08-09,25,16.25,0,25.0
21900,2011-08-19,24,15.6,0,24.0
21900,2011-08-22,24,15.6,0,24.0
21900,2011-08-24,10,6.5,0,10.0
21900,2011-08-28,8,5.2,0,8.0
21900,2011-08-30,8,5.2,4,0.0
21900,2011-09-02,4,2.6,0,4.0
21900,2011-09-04,34,22.1,2,0.0
21900,2011-09-07,2,1.3,0,2.0
21900,2011-09-09,24,15.6,0,24.0
21900,2011-09-12,29,18.85,0,29.0
21900,2011-09-18,5,3.25,0,5.0
21900,2011-09-22,50,32.5,0,50.0
21900,2011-09-23,3,1.95,2,0.0
21900,2011-09-26,2,3.26,0,2.0
21900,2011-09-28,21,13.65,0,21.0
21900,2011-09-29,28,18.2,9,0.0
21900,2011-10-02,9,5.85,0,9.0
21900,2011-10-04,13,8.45,0,13.0
21900,2011-10-06,27,17.55,6,0.0
21900,2011-10-09,6,3.9,0,6.0
21900,2011-10-10,7,5.53,3,0.0
21900,2011-10-13,3,1.95,0,3.0
21900,2011-10-17,8,13.04,0,8.0
21900,2011-10-18,5,3.25,3,0.0
21900,2011-10-19,3,1.95,0,3.0
21900,2011-10-23,6,3.9,3,0.0
21900,2011-10-24,3,4.89,0,3.0
21900,2011-10-27,24,15.6,0,24.0
21900,2011-11-06,5,3.25,0,5.0
21900,2011-11-08,35,22.75,2,0.0
21900,2011-11-09,2,1.3,0,2.0
21900,2011-11-13,14,9.1,0,14.0
21900,2011-11-14,7,8.47,1,0.0
21900,2011-11-15,1,0.65,0,1.0
21900,2011-11-17,8,5.2,0,8.0
21900,2011-11-20,10,6.5,0,10.0
21900,2011-11-21,4,2.6,2,0.0
21900,2011-11-22,2,1.3,0,2.0
21900,2011-11-23,29,22.77,1,0.0
21900,2011-11-25,1,0.65,0,1.0
21900,2011-11-27,5,3.25,3,0.0
21900,2011-11-28,3,2.93,0,3.0
21900,2011-12-02,30,19.5,0,30.0
21900,2011-12-05,7,4.55,2,0.0
21900,2011-12-07,2,1.3,0,2.0
21900,2011-12-08,24,15.6,0,0.0
21905,2010-03-05,288,429.12,53,341.0
21905,2010-05-30,12,25.2,2,14.0
21922,2011-04-28,36,250.2,16,33.0
21922,2011-05-04,16,115.2,0,16.0
21922,2011-05-06,17,123.15,0,17.0
21922,2011-05-09,84,583.8,0,84.0
21922,2011-05-10,5,39.75,1,0.0
21922,2011-05-13,1,7.95,0,1.0
21922,2011-05-17,21,154.95,0,21.0
21922,2011-05-19,6,47.7,0,6.0
21922,2011-05-20,12,83.4,6,0.0
21922,2011-05-22,6,47.7,0,6.0
21922,2011-05-24,9,71.55,4,0.0
21922,2011-05-26,4,31.8,0,4.0
21922,2011-05-27,12,95.4,1,0.0
21922,2011-05-29,1,7.95,0,1.0
21922,2011-06-02,6,41.7,0,6.0
21922,2011-06-05,6,47.7,0,6.0
21922,2011-06-07,28,198.6,0,28.0
21922,2011-06-09,6,47.7,0,6.0
21922,2011-06-13,2,15.9,0,2.0
21922,2011-06-15,4,31.8,0,4.0
21922,2011-06-17,12,83.4,0,12.0
21922,2011-06-19,5,39.75,2,0.0
21922,2011-06-20,2,15.9,0,2.0
21922,2011-06-23,6,47.7,0,6.0
21922,2011-06-24,8,63.6,4,0.0
21922,2011-06-28,4,31.8,0,4.0
21922,2011-06-30,18,143.1,2,0.0
21922,2011-07-01,2,15.9,0,2.0
21922,2011-07-04,6,47.7,2,0.0
21922,2011-07-07,2,15.9,0,2.0
21922,2011-07-12,12,83.4,2,0.0
21922,2011-07-15,2,15.9,0,2.0
21922,2011-07-21,12,83.4,0,12.0
21922,2011-07-25,12,83.4,0,12.0
21922,2011-07-26,12,83.4,1,0.0
21922,2011-07-27,1,7.95,0,1.0
21922,2011-07-28,2,15.9,1,0.0
21922,2011-08-01,1,7.95,0,1.0
21922,2011-08-03,13,91.35,8,0.0
21922,2011-08-04,8,63.6,0,8.0
21922,2011-08-09,12,83.4,0,12.0
21922,2011-08-11,4,31.8,1,0.0
21922,2011-08-16,1,7.95,0,1.0
21922,2011-08-18,2,15.9,0,2.0
21922,2011-08-22,10,79.5,0,10.0
21922,2011-08-23,10,79.5,1,0.0
21922,2011-09-02,1,7.95,0,1.0
21922,2011-09-07,1,7.95,0,1.0
21922,2011-09-15,1,7.95,0,1.0
21922,2011-09-16,2,15.9,1,0.0
21922,2011-09-19,1,7.95,0,1.0
21922,2011-09-21,2,15.9,1,0.0
21922,2011-09-27,1,7.95,0,1.0
21922,2011-10-10,6,47.7,0,6.0
21922,2011-10-17,4,31.8,0,4.0
21922,2011-11-03,1,7.95,0,1.0
21922,2011-11-09,2,15.9,0,2.0
21922,2011-12-02,2,15.9,0,2.0
21922,2011-12-06,2,15.9,0,2.0
21950,2010-02-25,180,190.8,5,214.0
21950,2010-03-22,5,6.25,0,5.0
22023,2010-01-10,60,21.6,5,65.0
22048,2010-01-19,25,10.5,5,30.0
22056,2010-07-27,174,151.38,129,303.0
22059,2010-06-25,24,35.76,14,38.0
22063,2010-04-12,109,278.35,70,179.0
22063,2010-04-14,36,91.8,26,62.0
22074,2011-01-19,72,30.24,65,137.0
22074,2011-01-25,24,10.08,17,41.0
22074,2011-03-15,12,19.8,1,13.0
22074,2011-03-20,12,19.8,0,12.0
22074,2011-04-11,12,19.8,0,12.0
22074,2011-05-05,12,19.8,1,0.0
22074,2011-07-28,1,1.65,0,1.0
22074,2011-08-23,12,19.8,0,12.0
22074,2011-08-28,6,9.9,2,0.0
22074,2011-09-06,2,3.3,0,2.0
22074,2011-09-21,7,8.75,0,7.0
22074,2011-09-29,24,39.6,0,24.0
22074,2011-09-30,3,4.95,1,0.0
22074,2011-10-03,1,1.25,0,1.0
22074,2011-10-12,12,19.8,0,12.0
22074,2011-10-19,12,19.8,0,12.0
22074,2011-10-23,3,4.95,0,3.0
22074,2011-10-26,1,1.65,0,1.0
22074,2011-10-31,18,27.3,10,0.0
22074,2011-11-10,10,13.7,0,10.0
22074,2011-11-14,6,7.5,0,6.0
22074,2011-11-20,2,3.3,1,0.0
22074,2011-11-21,1,1.65,0,1.0
22074,2011-11-23,6,7.5,2,0.0
22074,2011-11-27,2,3.3,0,2.0
22074,2011-11-30,12,19.8,0,12.0
22074,2011-12-02,24,9.36,0,24.0
22074,2011-12-05,60,30.28,48,0.0
22074,2011-12-07,48,18.72,0,48.0
22074,2011-12-08,25,9.75,12,0.0
22074,2011-12-09,12,4.68,0,12.0
22075,2010-11-01,12,19.8,2,14.0
22092,2010-10-31,36,15.12,2,38.0
22095,2011-11-15,241,300.39,72,313.0
22095,2011-11-22,37,14.43,32,69.0
22095,2011-11-23,39,15.21,1,32.0
22095,2011-11-24,1,0.39,0,1.0
22095,2011-11-27,9,3.51,0,9.0
22095,2011-12-01,102,122.34,0,102.0
22095,2011-12-06,36,14.04,1,0.0
22095,2011-12-09,1,0.39,0,1.0
22100,2011-11-10,144,56.16,1,131.0
22100,2011-11-13,1,0.39,0,1.0
22100,2011-11-16,36,14.04,1,0.0
22100,2011-11-20,1,0.39,0,1.0
22100,2011-11-28,1,0.39,0,1.0
22100,2011-12-06,108,42.12,0,108.0
22102,2011-10-24,1440,561.6,6,412.0
22102,2011-11-03,6,9.9,0,6.0
22102,2011-11-28,6,9.9,0,6.0
22107,2010-12-15,6,22.5,3,9.0
22107,2010-12-19,8,30.0,0,8.0
22107,2010-12-20,12,45.0,4,0.0
22107,2011-01-10,4,15.0,0,4.0
22107,2011-01-27,6,22.5,0,6.0
22107,2011-02-14,1,3.75,0,1.0
22107,2011-02-17,8,30.0,0,8.0
22107,2011-03-18,5,18.75,1,0.0
22107,2011-03-21,1,3.75,0,1.0
22107,2011-04-08,4,15.0,0,4.0
22107,2011-05-03,4,15.0,0,4.0
22107,2011-06-29,4,15.0,0,4.0
22107,2011-07-25,4,15.0,0,4.0
22107,2011-08-25,4,15.0,3,0.0
22107,2011-08-31,3,11.25,0,3.0
22107,2011-09-18,2,7.5,0,2.0
22107,2011-09-21,3,9.87,0,3.0
22107,2011-09-26,3,9.87,0,3.0
22107,2011-10-06,4,15.0,0,4.0
22107,2011-10-12,2,7.5,0,2.0
22107,2011-10-17,12,39.48,3,0.0
22107,2011-10-24,3,9.87,0,3.0
22107,2011-10-26,8,30.0,4,0.0
22107,2011-10-31,4,13.16,0,4.0
22107,2011-11-06,7,26.25,0,7.0
22107,2011-11-14,4,13.16,0,4.0
22107,2011-11-15,4,15.0,1,0.0
22107,2011-11-20,1,3.75,0,1.0
22107,2011-11-23,14,46.52,8,0.0
22107,2011-11-28,8,26.32,0,8.0
22107,2011-12-04,11,13.75,0,11.0
22107,2011-12-06,24,30.0,0,24.0
22107,2011-12-07,10,12.5,0,0.0
22110,2011-11-30,42,90.9,36,78.0
22110,2011-12-04,24,61.2,10,34.0
22110,2011-12-06,17,43.35,4,10.0
22110,2011-12-08,4,10.2,0,4.0
22113,2010-12-09,124,465.0,42,62.0
22113,2010-12-12,42,144.54,0,42.0
22113,2010-12-13,51,191.25,48,0.0
22113,2010-12-14,48,180.0,0,48.0
22113,2010-12-15,64,227.04,41,0.0
22113,2010-12-16,41,153.75,0,41.0
22113,2010-12-17,42,157.5,15,0.0
22113,2010-12-19,15,56.25,0,15.0
22113,2010-12-21,3,11.25,0,3.0
22113,2010-12-23,40,137.04,0,40.0
22113,2011-01-05,16,60.0,0,16.0
22113,2011-01-07,6,22.5,0,6.0
22113,2011-01-09,19,71.25,8,0.0
22113,2011-01-10,8,30.0,0,8.0
22113,2011-01-11,40,137.04,35,0.0
22113,2011-01-12,35,131.25,0,35.0
22113,2011-01-13,27,101.25,17,0.0
22113,2011-01-14,17,63.75,0,17.0
22113,2011-01-17,8,30.0,0,8.0
22113,2011-01-18,46,172.5,6,0.0
22113,2011-01-19,6,22.5,0,6.0
22113,2011-01-20,29,108.75,26,0.0
22113,2011-01-21,26,91.74,0,26.0
22113,2011-01-23,7,26.25,1,0.0
22113,2011-01-25,1,3.75,0,1.0
22113,2011-01-27,23,86.25,6,0.0
22113,2011-01-28,6,22.5,0,6.0
22113,2011-01-31,4,15.0,0,4.0
22113,2011-02-01,23,86.25,11,0.0
22113,2011-02-02,11,41.25,0,11.0
22113,2011-02-04,10,37.5,0,10.0
22113,2011-02-07,10,37.5,5,0.0
22113,2011-02-08,5,18.75,0,5.0
22113,2011-02-15,2,7.5,0,2.0
22113,2011-02-16,8,30.0,4,0.0
22113,2011-02-17,4,15.0,0,4.0
22113,2011-02-24,4,15.0,0,4.0
